COUNTRY_ID,COUNTRY_NAME,REGION_ID
aDj,Argentina,685
aDk,United Kingdom,685
aDl,Nigeria,686
aDm,Netherlands,686
aDn,Malaysia,686
aDo,Switzerland,686
aDp,Kuwait,686
aDq,Zimbabwe,686
aDr,Germany,687
aDs,Nigeria,687
aDt,Italy,687
aDu,Belgium,687
aDv,United States of America,687
aDw,Italy,687
aDx,India,688
aDy,Japan,688
aDz,Italy,688
aDA,Switzerland,688
aDB,Israel,688
aDC,Germany,688
aDD,Nigeria,688
aDE,Zimbabwe,689
aDF,United States of America,689
aDG,Netherlands,689
aDH,India,689
aDI,Canada,689
aDJ,Nigeria,689
aDK,Netherlands,690
aDL,Canada,690
aDM,Malaysia,690
aDN,United Kingdom,690
aDO,China,690
aDP,Netherlands,690
aDQ,France,690
aDR,United States of America,691
aDS,Switzerland,691
aDT,China,691
aDU,Canada,691
aDV,China,691
aDW,Nigeria,691
aDX,Nigeria,691
aDY,Brazil,692
aDZ,Singapore,692
aEa,Egypt,692
aEb,Denmark,692
aEc,United States of America,692
aEd,India,693
aEe,Switzerland,693
aEf,Netherlands,693
aEg,Zambia,693
aEh,China,693
aEi,Nigeria,693
aEj,Italy,693
aEk,Germany,693
aEl,Canada,694
aEm,France,694
aEn,Malaysia,694
aEo,Nigeria,694
aEp,Zimbabwe,694
aEq,Zimbabwe,694
aEr,Zimbabwe,694
aEs,Zimbabwe,695
aEt,Singapore,695
aEu,Egypt,695
aEv,Nigeria,695
aEw,Australia,695
aEx,Mexico,695
aEy,Italy,695
aEz,Israel,696
aEA,France,696
aEB,Singapore,696
aEC,Switzerland,696
aED,Brazil,696
aEE,United Kingdom,696
aEF,Denmark,696
aEG,Egypt,697
aEH,Argentina,697
aEI,Australia,697
aEJ,Australia,697
aEK,Belgium,697
aEL,United Kingdom,697
aEM,Israel,698
aEN,Zimbabwe,698
aEO,Kuwait,698
aEP,Malaysia,698
aEQ,Singapore,698
aER,Argentina,698
aES,Belgium,698
aET,United States of America,699
aEU,Canada,699
aEV,Belgium,699
aEW,Malaysia,699
aEX,Netherlands,699
aEY,Malaysia,699
aEZ,Zimbabwe,700
aFa,China,700
aFb,Australia,700
aFc,Netherlands,700
aFd,United Kingdom,700
aFe,Mexico,700
aFf,Australia,700
aFg,Switzerland,701
aFh,Mexico,701
aFi,Italy,701
aFj,India,701
aFk,China,701
aFl,Denmark,701
aFm,Mexico,701
aFn,Netherlands,702
aFo,Argentina,702
aFp,Canada,702
aFq,United Kingdom,702
aFr,Kuwait,702
aFs,Israel,702
aFt,Egypt,702
aFu,Zimbabwe,703
aFv,Belgium,703
aFw,France,703
aFx,Nigeria,703
aFy,Egypt,703
aFz,United Kingdom,703
aFA,Denmark,704
aFB,Netherlands,704
aFC,China,704
aFD,France,704
aFE,Belgium,704
aFF,Israel,704
aFG,Australia,704
aFH,United States of America,705
aFI,Israel,705
aFJ,Switzerland,705
aFK,Nigeria,705
aFL,Belgium,705
aFM,France,705
aFN,Australia,706
aFO,France,706
aFP,Israel,706
aFQ,Kuwait,706
aFR,Australia,706
aFS,Malaysia,706
aFT,Argentina,707
aFU,United Kingdom,707
aFV,Germany,707
aFW,Australia,707
aFX,Argentina,707
aFY,Japan,707
aFZ,Belgium,707
aGa,Malaysia,708
aGb,Belgium,708
aGc,Mexico,708
aGd,Nigeria,708
aGe,Belgium,708
aGf,Argentina,708
aGg,Australia,708
aGh,Mexico,709
aGi,Kuwait,709
aGj,Malaysia,709
aGk,Kuwait,709
aGl,Brazil,709
aGm,Switzerland,709
aGn,United States of America,710
aGo,Mexico,710
aGp,France,710
aGq,Germany,710
aGr,United States of America,710
aGs,Japan,711
aGt,China,711
aGu,Australia,711
aGv,Japan,711
aGw,Australia,711
aGx,Mexico,712
aGy,Israel,712
aGz,Belgium,712
aGA,Nigeria,712
aGB,Zimbabwe,713
aGC,Argentina,713
aGD,Malaysia,713
aGE,Zambia,713
aGF,Singapore,713
aGG,Denmark,714
aGH,Mexico,714
aGI,India,714
aGJ,France,714
aGK,Malaysia,714
aGL,Israel,714
aGM,Germany,714
aGN,Netherlands,714
aGO,France,715
aGP,Brazil,715
aGQ,Argentina,715
aGR,Japan,715
aGS,Brazil,716
aGT,United Kingdom,716
aGU,France,716
aGV,Denmark,716
aGW,Singapore,716
aGX,Kuwait,716
aGY,Israel,717
aGZ,Denmark,717
aHa,Argentina,717
aHb,Australia,717
aHc,Canada,717
aHd,Argentina,718
aHe,China,718
aHf,Egypt,718
aHg,Denmark,718
aHh,Egypt,718
aHi,Italy,718
aHj,United Kingdom,719
aHk,Kuwait,719
aHl,Brazil,719
aHm,Zimbabwe,719
aHn,China,719
aHo,United States of America,719
aHp,Switzerland,719
aHq,Kuwait,719
aHr,Mexico,720
aHs,Belgium,720
aHt,Zimbabwe,720
aHu,Japan,720
aHv,Italy,720
aHw,Netherlands,720
aHx,United States of America,720
aHy,Malaysia,721
aHz,Belgium,721
aHA,Nigeria,721
aHB,Netherlands,721
aHC,Canada,721
aHD,Canada,721
aHE,United Kingdom,721
aHF,France,722
aHG,Brazil,722
aHH,Brazil,722
aHI,Kuwait,722
aHJ,Belgium,723
aHK,Egypt,723
aHL,Brazil,723
aHM,Switzerland,723
aHN,Mexico,723
aHO,Germany,723
aHP,United Kingdom,723
aHQ,Italy,724
aHR,Brazil,724
aHS,Nigeria,724
aHT,Netherlands,724
aHU,Denmark,724
aHV,Egypt,725
aHW,Denmark,725
aHX,Belgium,725
aHY,Argentina,725
aHZ,Mexico,725
aIa,Kuwait,726
aIb,Nigeria,726
aIc,Israel,726
aId,Egypt,726
aIe,Kuwait,726
aIf,Mexico,726
aIg,Belgium,726
aIh,United States of America,727
aIi,Brazil,727
aIj,China,727
aIk,Belgium,727
aIl,Mexico,727
aIm,Canada,728
aIn,Germany,728
aIo,Germany,728
aIp,Switzerland,728
aIq,United Kingdom,728
aIr,Belgium,729
aIs,United Kingdom,729
aIt,Brazil,729
aIu,Denmark,729
aIv,Argentina,729
aIw,Malaysia,729
aIx,Zimbabwe,730
aIy,Argentina,730
aIz,Belgium,730
aIA,Mexico,730
aIB,China,730
aIC,Denmark,730
aID,Denmark,730
aIE,China,730
aIF,United Kingdom,731
aIG,Egypt,731
aIH,Mexico,731
aII,France,731
aIJ,Egypt,731
aIK,Zimbabwe,731
aIL,Zambia,732
aIM,Malaysia,732
aIN,Switzerland,732
aIO,Denmark,732
aIP,Israel,732
aIQ,Malaysia,732
aIR,Mexico,733
aIS,Italy,733
aIT,Brazil,733
aIU,India,733
aIV,Germany,733
aIW,France,733
aIX,Belgium,733
aIY,Canada,733
aIZ,Canada,734
aJa,Switzerland,734
aJb,Brazil,734
aJc,India,734
aJd,Argentina,734
aJe,Zimbabwe,734
aJf,Italy,734
aJg,Kuwait,735
aJh,France,735
aJi,Egypt,735
aJj,Belgium,735
aJk,Denmark,735
aJl,Netherlands,736
aJm,Singapore,736
aJn,France,736
aJo,Australia,736
aJp,China,736
aJq,Brazil,736
aJr,France,736
aJs,Brazil,737
aJt,India,737
aJu,Denmark,737
aJv,China,737
aJw,Switzerland,737
aJx,United States of America,737
aJy,Belgium,737
aJz,Malaysia,738
aJA,Italy,738
aJB,Denmark,738
aJC,Malaysia,738
aJD,Nigeria,738
aJE,Israel,738
aJF,Argentina,738
aJG,Nigeria,739
aJH,Nigeria,739
aJI,Switzerland,739
aJJ,France,739
aJK,Mexico,739
aJL,Malaysia,739
aJM,Mexico,739
aJN,Egypt,740
aJO,Israel,740
aJP,China,740
aJQ,Brazil,740
aJR,Italy,740
aJS,United States of America,740
aJT,Egypt,741
aJU,United States of America,741
aJV,United States of America,741
aJW,Brazil,741
aJX,Zimbabwe,741
aJY,Canada,741
aJZ,Nigeria,742
aKa,United Kingdom,742
aKb,Italy,742
aKc,Nigeria,742
aKd,Belgium,742
aKe,Belgium,742
aKf,Italy,743
aKg,Mexico,743
aKh,Nigeria,743
aKi,United States of America,743
aKj,Belgium,743
aKk,Mexico,743
aKl,Mexico,743
aKm,Switzerland,744
aKn,Brazil,744
aKo,Argentina,744
aKp,Australia,744
aKq,Mexico,744
aKr,Egypt,745
aKs,Italy,745
aKt,Japan,745
aKu,China,745
aKv,Brazil,745
aKw,United States of America,746
aKx,Mexico,746
aKy,Canada,746
aKz,Israel,746
aKA,Canada,746
aKB,Zimbabwe,747
aKC,India,747
aKD,United States of America,747
aKE,Kuwait,747
aKF,Australia,747
aKG,Israel,747
aKH,Canada,747
aKI,Denmark,747
aKJ,Canada,748
aKK,Canada,748
aKL,Japan,748
aKM,Belgium,748
aKN,China,748
aKO,India,748
aKP,Singapore,749
aKQ,Australia,749
aKR,Australia,749
aKS,Canada,749
aKT,Singapore,749
aKU,Australia,749
aKV,Japan,749
aKW,Egypt,749
aKX,China,750
aKY,United States of America,750
aKZ,Italy,750
aLa,Canada,750
aLb,Netherlands,750
aLc,Australia,750
aLd,Netherlands,751
aLe,Mexico,751
aLf,France,751
aLg,Belgium,751
aLh,Brazil,751
aLi,Mexico,751
aLj,Egypt,752
aLk,Belgium,752
aLl,Australia,752
aLm,Brazil,752
aLn,China,752
aLo,Malaysia,753
aLp,France,753
aLq,Mexico,753
aLr,United Kingdom,753
aLs,Netherlands,753
aLt,United States of America,753
aLu,Argentina,754
aLv,Egypt,754
aLw,Kuwait,754
aLx,Japan,754
aLy,France,754
aLz,Brazil,754
aLA,Kuwait,754
aLB,Netherlands,755
aLC,Brazil,755
aLD,United States of America,755
aLE,China,755
aLF,France,755
aLG,Nigeria,755
aLH,Egypt,756
aLI,Brazil,756
aLJ,India,756
aLK,Zimbabwe,756
aLL,United States of America,756
aLM,Belgium,756
aLN,Switzerland,757
aLO,Israel,757
aLP,Singapore,757
aLQ,United States of America,757
aLR,Egypt,757
aLS,United Kingdom,757
aLT,Nigeria,757
aLU,Singapore,757
aLV,Nigeria,758
aLW,Nigeria,758
aLX,China,758
aLY,Italy,758
aLZ,Argentina,758
aMa,Kuwait,758
aMb,Kuwait,759
aMc,United States of America,759
aMd,Netherlands,759
aMe,Israel,759
aMf,Zambia,759
aMg,Israel,760
aMh,United Kingdom,760
aMi,Israel,760
aMj,Nigeria,760
aMk,Singapore,760
aMl,Zimbabwe,760
aMm,Zimbabwe,761
aMn,Netherlands,761
aMo,Denmark,761
aMp,Malaysia,761
aMq,Brazil,761
aMr,Singapore,761
aMs,Mexico,761
aMt,France,762
aMu,Zimbabwe,762
aMv,France,762
aMw,Argentina,762
aMx,Kuwait,762
aMy,Canada,762
aMz,Kuwait,762
aMA,Denmark,763
aMB,Mexico,763
aMC,Nigeria,763
aMD,Malaysia,763
aME,United Kingdom,763
aMF,Australia,764
aMG,China,764
aMH,Japan,764
aMI,Malaysia,764
aMJ,United Kingdom,764
aMK,Israel,764
aML,Israel,765
aMM,Netherlands,765
aMN,China,765
aMO,Israel,765
aMP,China,765
aMQ,Brazil,765
aMR,Belgium,765
aMS,China,766
aMT,Mexico,766
aMU,Nigeria,766
aMV,Brazil,766
aMW,Switzerland,766
aMX,Singapore,766
aMY,China,766
aMZ,United States of America,767
aNa,China,767
aNb,Denmark,767
aNc,Zimbabwe,767
aNd,United States of America,767
aNe,Canada,767
aNf,Netherlands,767
aNg,Egypt,768
aNh,Kuwait,768
aNi,Belgium,768
aNj,Germany,768
aNk,Nigeria,768
aNl,Kuwait,768
aNm,Denmark,768
aNn,Argentina,769
aNo,United States of America,769
aNp,Malaysia,769
aNq,France,769
aNr,Switzerland,769
aNs,Malaysia,769
aNt,Germany,769
aNu,Australia,769
aNv,United States of America,770
aNw,Malaysia,770
aNx,France,770
aNy,Egypt,770
aNz,Egypt,770
aNA,Belgium,770
aNB,Malaysia,771
aNC,Belgium,771
aND,Singapore,771
aNE,Belgium,771
aNF,Netherlands,771
aNG,Kuwait,771
aNH,Australia,772
aNI,Italy,772
aNJ,Brazil,772
aNK,United States of America,772
aNL,Netherlands,772
aNM,Japan,772
aNN,France,773
aNO,Malaysia,773
aNP,India,773
aNQ,Argentina,773
aNR,Argentina,773
aNS,Mexico,773
aNT,Canada,774
aNU,United States of America,774
aNV,China,774
aNW,Mexico,774
aNX,United States of America,774
aNY,France,774
aNZ,United States of America,775
aOa,China,775
aOb,Canada,775
aOc,Nigeria,775
aOd,Malaysia,775
aOe,Switzerland,776
aOf,France,776
aOg,Brazil,776
aOh,Canada,776
aOi,Malaysia,776
aOj,Mexico,776
aOk,Australia,776
aOl,Malaysia,777
aOm,Argentina,777
aOn,Australia,777
aOo,Malaysia,777
aOp,Malaysia,777
aOq,China,777
aOr,Canada,778
aOs,Italy,778
aOt,Mexico,778
aOu,China,778
aOv,France,778
aOw,Japan,778
aOx,Zimbabwe,778
aOy,India,778
aOz,Netherlands,779
aOA,France,779
aOB,Belgium,779
aOC,Malaysia,779
aOD,China,779
aOE,France,779
aOF,France,780
aOG,Brazil,780
aOH,Netherlands,780
aOI,Netherlands,780
aOJ,Canada,780
aOK,United States of America,781
aOL,China,781
aOM,Australia,781
aON,Kuwait,781
aOO,Mexico,781
aOP,Argentina,781
aOQ,Canada,782
aOR,Israel,782
aOS,Nigeria,782
aOT,China,782
aOU,Belgium,782
aOV,Malaysia,782
aOW,Canada,783
aOX,Canada,783
aOY,Israel,783
aOZ,Nigeria,783
aPa,Mexico,783
aPb,Belgium,784
aPc,Mexico,784
aPd,Kuwait,784
aPe,India,784
aPf,Switzerland,784
aPg,United States of America,785
aPh,Germany,785
aPi,Australia,785
aPj,Germany,785
aPk,France,785
aPl,China,785
aPm,Switzerland,785
aPn,Egypt,786
aPo,Argentina,786
aPp,United States of America,786
aPq,Australia,786
aPr,Japan,786
aPs,Italy,787
aPt,Kuwait,787
aPu,Canada,787
aPv,Switzerland,787
aPw,France,787
aPx,Italy,787
aPy,China,787
aPz,Belgium,788
aPA,Israel,788
aPB,Australia,788
aPC,Australia,788
aPD,Argentina,788
aPE,Belgium,789
aPF,Brazil,789
aPG,Japan,789
aPH,China,789
aPI,Egypt,789
aPJ,Australia,789
aPK,India,790
aPL,Israel,790
aPM,United States of America,790
aPN,Australia,790
aPO,Brazil,791
aPP,Switzerland,791
aPQ,China,791
aPR,Switzerland,791
aPS,Zimbabwe,791
aPT,Argentina,791
aPU,United Kingdom,791
aPV,Switzerland,791
aPW,France,792
aPX,Australia,792
aPY,Japan,792
aPZ,Zimbabwe,792
aQa,Nigeria,792
aQb,Mexico,792
aQc,Switzerland,793
aQd,Canada,793
aQe,United States of America,793
aQf,Israel,793
aQg,Italy,793
aQh,United Kingdom,793
aQi,United States of America,793
aQj,China,794
aQk,Argentina,794
aQl,Singapore,794
aQm,Egypt,794
aQn,India,794
aQo,Kuwait,794
aQp,Zimbabwe,794
aQq,India,795
aQr,Israel,795
aQs,Kuwait,795
aQt,France,795
aQu,Kuwait,795
aQv,United States of America,795
aQw,Belgium,795
aQx,Brazil,796
aQy,Zambia,796
aQz,Malaysia,796
aQA,Israel,796
aQB,Denmark,796
aQC,Netherlands,796
aQD,Italy,796
aQE,India,797
aQF,Netherlands,797
aQG,Italy,797
aQH,United States of America,797
aQI,Brazil,797
aQJ,Argentina,797
aQK,Israel,797
aQL,Kuwait,798
aQM,Israel,798
aQN,France,798
aQO,Israel,798
aQP,France,798
aQQ,Australia,799
aQR,Israel,799
aQS,Belgium,799
aQT,Canada,799
aQU,United States of America,799
aQV,United Kingdom,799
aQW,Italy,799
aQX,Belgium,800
aQY,Zimbabwe,800
aQZ,China,800
aRa,Brazil,800
aRb,Nigeria,800
aRc,Italy,800
aRd,Switzerland,800
aRe,Israel,800
aRf,Brazil,801
aRg,Canada,801
aRh,Kuwait,801
aRi,United Kingdom,801
aRj,Kuwait,801
aRk,Israel,801
aRl,Nigeria,801
aRm,Australia,802
aRn,India,802
aRo,Italy,802
aRp,China,802
aRq,United States of America,802
aRr,Egypt,802
aRs,Denmark,803
aRt,Nigeria,803
aRu,China,803
aRv,Belgium,803
aRw,Australia,803
aRx,Canada,803
aRy,China,803
aRz,United Kingdom,803
aRA,Israel,804
aRB,Argentina,804
aRC,Australia,804
aRD,Israel,804
aRE,Israel,804
aRF,Belgium,804
aRG,Belgium,805
aRH,Netherlands,805
aRI,Netherlands,805
aRJ,Italy,805
aRK,Egypt,805
aRL,India,805
aRM,Italy,806
aRN,Egypt,806
aRO,China,806
aRP,United States of America,806
aRQ,Israel,806
aRR,Canada,806
aRS,Canada,806
aRT,Australia,807
aRU,Israel,807
aRV,Kuwait,807
aRW,Malaysia,807
aRX,Canada,807
aRY,Mexico,807
aRZ,Zimbabwe,808
aSa,Australia,808
aSb,France,808
aSc,Mexico,808
aSd,Zambia,808
aSe,China,808
aSf,China,808
aSg,India,809
aSh,Australia,809
aSi,Switzerland,809
aSj,United States of America,809
aSk,Australia,809
aSl,Singapore,809
