ITEM_ID,ORDER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE
2700,427,35301,72,1223.69967
2701,427,35302,84,661.4502561
2702,427,35303,72,-25.95888697
2703,428,35304,24,47.1235486
2704,428,35305,41,525.1257132
2705,428,35306,17,512.9637428
2706,428,35307,24,500.8714999
2707,428,35308,53,2005.913909
2708,428,35309,106,-269.6917475
2709,428,35310,28,1553.634654
2710,429,35311,104,1274.13301
2711,429,35312,105,732.8265319
2712,429,35313,94,1878.671091
2713,429,35314,120,1161.039275
2714,429,35315,134,320.4170997
2715,429,35316,125,1775.93354
2716,429,35317,108,1021.207614
2717,429,35318,93,1245.794605
2718,429,35319,105,1494.655751
2719,430,35320,151,34.9981506
2720,430,35321,60,3806.587826
2721,430,35322,137,-172.8321017
2722,430,35323,158,1947.038708
2723,430,35324,74,2163.607963
2724,431,35325,75,-412.1354251
2725,431,35326,132,-150.3491281
2726,431,35327,121,285.3756521
2727,431,35328,129,1972.123583
2728,431,35329,63,1079.01534
2729,431,35330,136,207.7616987
2730,431,35331,87,-219.0980702
2731,432,35332,89,1273.392852
2732,432,35333,93,1141.340947
2733,432,35334,83,367.5888625
2734,432,35335,112,468.1452755
2735,433,35336,76,439.6344906
2736,433,35337,108,1225.668145
2737,433,35338,104,86.14464854
2738,433,35339,109,11.69867069
2739,433,35340,150,458.6753843
2740,433,35341,130,-594.6893369
2741,433,35342,130,293.4129654
2742,434,35343,110,1321.633759
2743,434,35344,134,1179.684614
2744,434,35345,148,1011.18302
2745,435,35346,79,416.7697769
2746,435,35347,123,-183.06176
2747,435,35348,102,1033.518329
2748,435,35349,114,249.6623486
2749,435,35350,84,658.125886
2750,435,35351,122,1791.817882
2751,435,35352,71,357.8798379
2752,435,35353,132,1419.180017
2753,435,35354,109,977.5838549
2754,436,35355,90,890.5748079
2755,436,35356,100,919.2221434
2756,436,35357,36,845.9395538
2757,436,35358,48,985.5782558
2758,436,35359,84,960.9852997
2759,436,35360,108,1065.167837
2760,437,35361,98,508.9181064
2761,437,35362,88,823.4887432
2762,437,35363,115,93.14411992
2763,437,35364,65,421.8236082
2764,438,35365,108,160.9445918
2765,438,35366,108,334.1966207
2766,438,35367,63,71.96939376
2767,438,35368,122,-42.44515481
2768,438,35369,116,433.5977402
2769,439,35370,139,2539.241522
2770,439,35371,101,1726.543849
2771,439,35372,161,2129.387525
2772,439,35373,66,108.9166481
2773,440,35374,61,319.6534864
2774,440,35375,61,1094.143109
2775,440,35376,92,255.8318417
2776,440,35377,84,274.2927804
2777,440,35378,47,264.2824485
2778,441,35379,54,1117.207095
2779,441,35380,66,1060.476644
2780,441,35381,93,1120.840988
2781,441,35382,78,1071.149802
2782,441,35383,91,1104.642154
2783,441,35384,81,672.4211561
2784,442,35385,93,862.0215401
2785,442,35386,146,563.4447602
2786,442,35387,96,533.3513302
2787,442,35388,105,763.8057594
2788,442,35389,91,585.6939463
2789,442,35390,115,24.25957305
2790,442,35391,99,1021.178192
2791,443,35392,95,739.3848866
2792,443,35393,168,499.1651147
2793,443,35394,28,-209.7693817
2794,443,35395,103,1409.394429
2795,443,35396,200,1057.505404
2796,443,35397,112,643.26339
2797,443,35398,49,539.8079017
2798,443,35399,113,-20.22783735
2799,444,35400,209,2161.79819
2800,444,35401,134,571.954794
2801,444,35402,146,6.319301381
2802,444,35403,143,752.9770954
2803,444,35404,115,693.3862775
2804,444,35405,114,1095.706509
2805,444,35406,100,248.1620666
2806,444,35407,146,979.5577567
2807,444,35408,61,2120.241271
2808,445,35409,52,1409.319409
2809,445,35410,0,968.2027848
2810,445,35411,47,1884.149637
2811,445,35412,54,1521.598239
2812,445,35413,27,1499.101109
2813,445,35414,45,1531.857667
2814,445,35415,41,1615.248277
2815,446,35416,74,1190.091941
2816,446,35417,83,979.7060356
2817,446,35418,70,890.8461728
2818,446,35419,130,344.0099413
2819,446,35420,62,705.9833102
2820,447,35421,80,1514.031532
2821,447,35422,170,1034.096158
2822,447,35423,144,833.5209296
2823,447,35424,99,1362.911579
2824,447,35425,123,924.5984585
2825,447,35426,126,1217.051319
2826,447,35427,87,923.7542858
2827,448,35428,88,1434.136385
2828,448,35429,101,795.8592199
2829,448,35430,92,622.5998988
2830,448,35431,79,1066.554253
2831,448,35432,66,172.9417154
2832,448,35433,91,1221.316375
2833,448,35434,107,2008.28688
2834,449,35435,55,880.0773193
2835,449,35436,76,1110.411403
2836,449,35437,101,2724.65693
2837,449,35438,90,385.5975921
2838,449,35439,96,608.1944376
2839,450,35440,71,-1097.076606
2840,450,35441,90,2296.097478
2841,450,35442,37,1739.391153
2842,450,35443,76,-1490.797056
2843,450,35444,54,1311.137084
2844,450,35445,36,805.4516755
2845,450,35446,79,64.99482881
2846,451,35447,86,1145.527198
2847,451,35448,90,1230.299804
2848,451,35449,65,1215.002591
2849,451,35450,59,1073.759033
2850,451,35451,67,1107.472043
2851,452,35452,103,861.5236789
2852,452,35453,69,1001.403796
2853,452,35454,66,-966.8579827
2854,452,35455,81,1284.181497
2855,452,35456,105,392.3615937
2856,452,35457,71,333.0189382
2857,452,35458,85,289.4342878
2858,452,35459,91,867.151766
2859,452,35460,96,153.7156316
2860,453,35461,62,1324.267389
2861,453,35462,103,1132.692596
2862,453,35463,90,1180.021715
2863,453,35464,110,1266.38954
2864,453,35465,82,1221.382821
2865,453,35466,83,1198.290526
2866,453,35467,80,1133.187594
2867,453,35468,102,1081.561411
2868,453,35469,92,1019.020894
2869,454,35470,84,582.256241
2870,454,35471,78,1637.878448
2871,455,35472,30,1001.619209
2872,455,35473,9,570.1304657
2873,455,35474,47,1075.172252
2874,455,35475,95,1015.033077
2875,455,35476,53,635.7315568
2876,455,35477,44,474.2670078
2877,455,35478,100,1354.0221
2878,456,35479,78,715.8283866
2879,456,35480,29,335.0929655
2880,456,35481,75,1359.650706
2881,456,35482,56,403.3169401
2882,456,35483,53,1149.104076
2883,456,35484,89,1644.550435
2884,456,35485,-8,161.4787775
2885,456,35486,113,917.9878191
2886,456,35487,21,61.67985744
2887,456,35488,131,661.6844741
2888,456,35489,75,1176.089314
2889,457,35490,89,980.1196243
2890,458,35491,99,437.1499614
2891,458,35492,77,275.8340826
2892,458,35493,84,454.3719319
2893,458,35494,61,466.2263992
2894,458,35495,68,-85.47697677
2895,458,35496,77,257.2066375
2896,458,35497,97,1246.02754
2897,458,35498,100,1307.900674
2898,458,35499,93,688.5044157
2899,458,35500,62,515.1557724
2900,458,35501,83,1034.708681
2901,458,35502,116,1253.395883
2902,459,35503,97,582.3036735
2903,459,35504,97,624.9741524
2904,459,35505,103,1699.04035
2905,459,35506,114,615.4047162
2906,459,35507,99,494.0142436
2907,459,35508,102,475.3156769
2908,460,35509,78,820.8323449
2909,460,35510,83,763.419447
2910,460,35511,121,745.5338563
2911,460,35512,90,843.312029
2912,460,35513,77,971.2212212
2913,460,35514,50,1081.735869
2914,461,35515,40,-470.4924083
2915,461,35516,121,1330.925148
2916,461,35517,97,330.5027682
2917,461,35518,80,593.2258022
2918,461,35519,80,817.3773131
2919,461,35520,83,-8.797661419
2920,461,35521,85,675.5532266
2921,461,35522,114,1467.247899
2922,461,35523,97,1125.553121
2923,462,35524,121,187.0413729
2924,462,35525,103,871.9105701
2925,462,35526,118,-212.2531793
2926,463,35527,96,649.0234051
2927,463,35528,105,1571.710266
2928,463,35529,115,1047.892407
2929,463,35530,128,1874.96787
2930,463,35531,122,1754.322989
2931,463,35532,105,1096.024628
2932,463,35533,77,1680.735705
2933,464,35534,34,747.4363779
2934,464,35535,108,-312.5236123
2935,464,35536,65,-1020.25141
2936,464,35537,95,1194.939242
2937,464,35538,39,-606.701375
2938,464,35539,97,2697.462578
2939,464,35540,100,1645.355128
2940,464,35541,102,-351.8782701
2941,464,35542,45,203.3765221
2942,465,35543,121,-1003.158222
2943,465,35544,24,-524.0324467
2944,465,35545,101,-390.6761013
2945,465,35546,41,221.247068
2946,465,35547,38,-666.4127886
2947,466,35548,36,404.5028449
2948,466,35549,104,2232.00041
2949,466,35550,93,426.7508559
2950,466,35551,102,714.5800363
2951,466,35552,96,1696.566152
2952,466,35553,122,492.25118
2953,466,35554,124,1350.211596
2954,467,35555,129,27.16869975
2955,467,35556,66,1975.76628
2956,467,35557,111,1580.344582
2957,467,35558,84,1764.500289
2958,467,35559,88,1168.956574
2959,467,35560,62,1972.487966
2960,467,35561,144,826.0292018
2961,467,35562,135,1028.776415
2962,467,35563,50,2407.230308
2963,468,35564,62,1324.6519
2964,468,35565,110,808.6234116
2965,468,35566,48,1397.693853
2966,468,35567,36,1401.702966
2967,468,35568,94,1521.547916
2968,469,35569,115,600.6326851
2969,469,35570,88,671.0308158
2970,469,35571,159,1496.116211
2971,469,35572,15,1619.443485
2972,469,35573,132,1773.627397
2973,469,35574,112,1139.086645
2974,469,35575,126,331.1495733
2975,469,35576,81,501.8658986
2976,469,35577,96,679.2945302
2977,469,35578,97,176.7941072
2978,470,35579,91,949.8005681
2979,470,35580,83,796.9321428
2980,470,35581,50,714.1659533
2981,470,35582,76,-9.938214338
2982,470,35583,85,443.4263451
2983,470,35584,70,657.9556559
2984,471,35585,71,317.985007
2985,471,35586,45,1533.673021
2986,471,35587,87,763.602897
2987,471,35588,13,951.2135129
2988,471,35589,86,486.4561047
2989,471,35590,95,1684.690214
2990,471,35591,-20,1238.517266
2991,471,35592,69,-82.02816129
2992,471,35593,84,419.4758433
2993,472,35594,44,2064.616089
2994,472,35595,78,1133.359651
2995,472,35596,143,1093.647974
2996,472,35597,110,1407.773189
2997,472,35598,76,483.1811474
2998,472,35599,118,590.5947239
2999,472,35600,59,1389.841554
3000,472,35601,99,625.1971914
3001,472,35602,106,1097.122637
3002,473,35603,50,855.8144904
3003,473,35604,41,141.7342618
3004,473,35605,47,232.4248771
3005,473,35606,134,989.7763696
3006,473,35607,129,1125.553579
3007,473,35608,55,463.3275318
3008,473,35609,101,810.3882878
3009,474,35610,35,1542.015238
3010,474,35611,97,1456.155952
3011,474,35612,39,1837.58941
3012,474,35613,95,1336.489811
3013,474,35614,59,1639.953097
3014,474,35615,102,1816.542486
3015,474,35616,75,1387.679578
3016,474,35617,33,1432.300486
3017,474,35618,103,1745.274068
3018,475,35619,92,1135.286659
3019,475,35620,134,-30.88706165
3020,475,35621,74,1041.696341
3021,475,35622,105,-432.0072166
3022,475,35623,87,1028.012149
3023,475,35624,146,-219.3452147
3024,475,35625,97,367.5896339
3025,475,35626,175,-1487.155835
3026,476,35627,104,-452.275187
3027,476,35628,27,1423.553622
3028,476,35629,22,251.5176993
3029,476,35630,111,-442.9376463
3030,476,35631,54,1205.640317
3031,476,35632,23,980.8944371
3032,477,35633,60,2419.670911
3033,477,35634,87,2033.940748
3034,477,35635,111,1737.473952
3035,477,35636,78,2535.768497
3036,477,35637,64,1696.864298
3037,477,35638,49,333.2344854
3038,477,35639,29,719.7344036
3039,477,35640,110,2810.520422
3040,477,35641,79,447.7130399
3041,478,35642,97,1491.031075
3042,478,35643,37,598.6122399
3043,478,35644,17,981.9448233
3044,478,35645,143,934.4526265
3045,478,35646,107,1898.764539
3046,478,35647,85,2063.416603
3047,478,35648,86,877.1327867
3048,478,35649,19,1895.467318
3049,478,35650,88,1034.877803
3050,478,35651,48,2200.59252
3051,479,35652,64,317.1362219
3052,479,35653,95,1163.321447
3053,479,35654,120,1564.709524
3054,479,35655,59,-49.63625402
3055,479,35656,132,1591.07545
3056,479,35657,66,406.8504896
3057,479,35658,80,632.9457034
3058,479,35659,95,413.9670116
3059,480,35660,5,595.6697283
3060,480,35661,74,243.7616475
3061,480,35662,50,1249.491751
3062,480,35663,17,1290.073439
3063,480,35664,22,811.1186177
3064,480,35665,72,1015.264852
3065,480,35666,40,483.6373496
3066,480,35667,22,612.5853539
3067,481,35668,112,1378.289968
3068,481,35669,67,627.4769347
3069,481,35670,115,556.1801648
3070,481,35671,64,962.258475
3071,481,35672,72,1825.634618
3072,481,35673,82,1276.781298
3073,481,35674,122,1307.679837
3074,481,35675,21,1440.514783
3075,482,35676,154,-270.6293106
3076,482,35677,115,583.9315385
3077,482,35678,106,142.3519028
3078,482,35679,124,774.1596084
3079,482,35680,121,294.5086492
3080,483,35681,60,1205.971281
3081,483,35682,134,1228.336678
